Date Created,Duration,Date Digitized,Physical Format,Episode Number,Program Title,Series Title
n.d.,0:10:14,,1 inch videotape,,Motorcycle education,
11/2/2000,0:28:02,,1 inch videotape,,Wisconsin kids vote 2000,
10/29/1998,0:28:03,,1 inch videotape,,Wisconsin kids vote 1998,
10/30/1996,0:27:02,,1 inch videotape,,Wisconsin kids vote 1996,
2000,14:30:00,,Betacam SP,,"State parks, state treasures",
1998,0:58:36,,Betacam SP,,The World's greatest showmen,
6/9/1994,0:27:46,,1 inch videotape,,A Lynching in Marion [PBS version],
3/21/1988,0:30:00,,1 inch videotape,,Bars to bars,
9/1/1998,0:27:58,2/26/2014,1 inch videotape,,The farmer's wife-Wisconsin,
6/9/1994,0:27:46,,1 inch videotape,,A Lynching in Marion,
1977?,2:00:00,,DVCPRO,,"Die Fledermaus, tape 2 of 2",
8/28/1997,0:59:00,,1 inch videotape,,Rush for grey gold,
8/28/1997,1:58:29,2/28/2014,DVCPRO,,Rush for grey gold,
8/28/1997,,,VHS,,Rush for grey gold,
1977?,2:00:00,2/22/2016,DVCPRO,,"Die Fledermaus, tape 1 of 2",
8/28/1997,,,D3,,Rush for grey gold,
8/28/1997,0:59:00,,Betacam SP,,Rush for grey gold,
1977?,0.041666667,,3/4 inch videotape,,"Die Fledermaus, tape 2 of 4",
10/6/1980,0:10:00,,3/4 inch videotape,,Homestead tax PSAs 1979,
12/12/1979,0:31:20,5/20/2015,3/4 inch videotape,,Until I get caught: Follow-up,
4/3/1980,0:11:50,,3/4 inch videotape,,Underwriter breakfast sampler,
11/4/1989,1:01:00,8/11/2016,3/4 inch videotape,,"Racism on campus: Freedom of expression, tape 2 of 2",
6/19/1987,0:28:51,,3/4 inch videotape,,Wisconsin Arts board - Fellowship awards 1987,
12/8/1985,0:29:54,,3/4 inch videotape,,Finding the pieces,
1980-02-30,1:02:28,4/21/2014,3/4 inch videotape,,"H.M.S. Pinafore, tape 1 of 2",
2/8/1989,0:29:03,,3/4 inch videotape,,Wisconsin Arts board - Fellowship awards 1989,
8/30/1978,1:01:11,2015,3/4 inch videotape,,Friends fillers: Program composite,
1977?,0:55:21,9/8/2015,3/4 inch videotape,,"Die Fledermaus, tape 4 of 4",
1977?,0:32:22,9/8/2015,3/4 inch videotape,,"Die Fledermaus, tape 3 of 4",
8/28/1997,,,D3,,Rush for grey gold,
1977?,0.041666667,,3/4 inch videotape,,"Die Fledermaus, tape 1 of 4",
4/24/1984,0:21:21,2013,3/4 inch videotape,,GM arbitration: Handling your General Motors complaint,
4/20/1977,0:59:14,6/10/2015,3/4 inch videotape,,"Falstaff, tape 3 of 3",
5/2/1977,0:29:40,1/7/2015,DVCPRO,,From Madison to Motown: Wisconsin hockey 1976-'77,
1980-02-30,0.041666667,4/21/2014,3/4 inch videotape,,"H.M.S. Pinafore, tape 2 of 2",
n.d.,0:03:30,12/17/2013,3/4 inch videotape,,University of Wisconsin campus scenes,
2/16/1978,0:28:30,12/4/2013,3/4 inch videotape,,Forgive us our debits,
12/12/1989,0:58:05,,3/4 inch videotape,,Freshman chemistry Christmas special,
n.d.,0.041666667,,3/4 inch videotape,,Devices,
1995,1:00:00,,3/4 inch videotape,,Singing myself a lullaby,
1995,1:00:00,,CD,,Singing myself a lullaby,
3/24/1994,0:26:30,,1 inch videotape,,The Midwest gardener,
12/3/1983,0:28:33,10/14/2014,3/4 inch videotape,,Holiday special: Music for a Winter holiday,
3/28/1978,0:30:00,4/3/2015,3/4 inch videotape,,"Howard, tape 2 of 2",
5/2/1977,0:29:40,,Betacam SP,,From Madison to Motown: Wisconsin hockey 1976-'77,
8/27/2001,0:56:46,,D3,,The Lost Dauphin opera,
5/2/1977,0:29:40,,3/4 inch videotape,,From Madison to Motown:  Wisconsin hockey 1976-'77,
8/1/1979,0:06:28,,DVCPRO,,The Juggler,
1/31/1980,0.041666667,,3/4 inch videotape,,Gymanstics,
197?,0:58:35,9/16/2013,3/4 inch videotape,,Just a cop,
1995,1:00:00,,Betacam SP,,Singing myself a lullaby,
8/1/1979,0:06:28,,VHS,,The Juggler,
3/24/1994,0:26:30,,1 inch videotape,,The Midwest gardener,
10/22/1981,0:00:30,,3/4 inch videotape,,Floridation PSA,
8/26/1985,0:02:00,,3/4 inch videotape,,Direct mail [promo],
3/28/1978,0:59:42,10/14/2014,3/4 inch videotape,,"Howard, tape 1 of 2",
8/1/1979,0:06:28,,3/4 inch videotape,,The Juggler,
7/16/1980,0:10:00,,3/4 inch videotape,,PSA demos,
8/19/1982,0:01:00,,3/4 inch videotape,,WHA awareness campaign [promo],
11/13/1981,0:14:04,,3/4 inch videotape,,Arts sampler,
3/4/1981,0:27:10,3/11/2016,3/4 inch videotape,,The Best show in town,
4/3/1980,0:30:00,,3/4 inch videotape,,Home loan FU: 8% solution,
1/11/1985,0:58:45,12/2/2013,3/4 inch videotape,,Proxmire: The Senate maverick,
10/16/1980,0:38:13,,3/4 inch videotape,,Pulminary function testing,
12/14/1978,0:08:25,6/11/2015,3/4 inch videotape,,Planning energy: spots,
7/15/1981,0:28:47,,3/4 inch videotape,,Passing the buck: Money management for women,
4/10/1985,0:58:14,,3/4 inch videotape,,"Well tempered Bach with Peter Ustinov, tape 1 of 2",
4/10/1985,0:57:45,,3/4 inch videotape,,"Well tempered Bach with Peter Ustinov, tape 2 of 2",
3/19/1981,0:30:00,,3/4 inch videotape,,"Production opens and closes, tape 2 of 3",
2001-08,1:29:58,,Betacam SP,,The Lost Dauphin opera,
11/4/1989,0:28:00,8/11/2016,3/4 inch videotape,,"Racism on campus: Freedom of expression, tape 1 of 2",
6/3/1991,0:57:46,6/7/2016,3/4 inch videotape,,Tales of the Round River,
3/17/1980,,,3/4 inch videotape,,Back wards to back streets,
5/2/1980,,,3/4 inch videotape,,Back wards to back streets: Follow-up,
1/30/1980,0:10:00,,3/4 inch videotape,,Black history spots: Missing pages,
4/7/1976,0:17:50,4/9/2015,3/4 inch videotape,,Blackhawk: Another last stand,
6/1/1988,0.041666667,,3/4 inch videotape,,"Canyon River, tape 1 of 2",
10/21/1979,0:29:02,6/3/2015,3/4 inch videotape,,Black music fillers,
"Client project for WHWC in Menomonie, Wisconsin",0:30:00,5/1/2013,3/4 inch videotape,,Come dance with me: Lar Lubovitch,
11/21/1977,0:07:35,6/4/2013,3/4 inch videotape,,Community spotlight: Blue Mounds,
2/7/1980,0:35:38,4/9/2013,3/4 inch videotape,,Quality assurance in nursing,
10/16/1980,0:23:11,,3/4 inch videotape,,Cardiac catheterization: 3054,
10/28/1983,0:29:04,4/27/2016,3/4 inch videotape,,"The chemical people: Wisconsin: What can we do?, part 2",
4/17/1989,0:30:00,,3/4 inch videotape,,Clean water: No magic solution,
6/1/1988,0.041666667,,3/4 inch videotape,,"Canyon River, tape 2 of 2",
10/21/1983,0:28:54,4/27/2016,3/4 inch videotape,,"The Chemical people: Wisconsin: Who are they?, part 1",
9/25/1979,0:29:10,6/10/2015,3/4 inch videotape,,Catch 21: The New season,
6/12/1978,0:07:13,6/18/2015,3/4 inch videotape,,WHA underwriter sampler,
2/25/1981,0:59:02,2/6/2014,3/4 inch videotape,,Triple premiere: Wisconsin composers,
n.d.,0:57:44,,3/4 inch videotape,,The Shadow game,
3/30/1978,0:58:51,6/4/2013,3/4 inch videotape,,College can be killing,
12/8/1980,0.041666667,,3/4 inch videotape,,Donahue: Seraphim,
n.d.,0:18:09,,VHS,,Washington County,
6/24/1983,0:27:52,,3/4 inch videotape,,H.H. Bennett - Views of a cameraman,
2/17/1981,0:30:00,,3/4 inch videotape,,Heart attack: Follow-up,
4/10/1985,2:00:00,,DVCPRO,,Well tempered Bach with Peter Ustinov,
10/16/1980,0:26:15,,3/4 inch videotape,,Electro-encephalogram: 7110,
1/10/1984,0:10:00,,3/4 inch videotape,,Homestead tax PSAs,
3/15/1997,2:00:00,,VHS,,Wisconsin cooks Live!,
1/7/1987,0:58:40,,3/4 inch videotape,,Rape in fiction,
10/30/1978,0:29:20,6/11/2015,3/4 inch videotape,,Small business:  An endangered species?,
11/13/1978,0:29:23,6/11/2015,3/4 inch videotape,,Small business: Endangered species? Follow-up,
9/10/1980,0:28:44,11/13/2013,3/4 inch videotape,,View from Van Hise: Robert O'Neil,
7/18/1980,0.041666667,10/9/2015,3/4 inch videotape,,"Falstaff, tape 2 of 3",
5/4/1988,0:22:00,10/20/2014,3/4 inch videotape,,Desmond Tutu in Wisconsin,
4/28/1978,0:58:50,6/10/2015,3/4 inch videotape,,Dollars and senses,
3/12/1977,1:34:00,6/12/2015,3/4 inch videotape,,"Falstaff, tape 1 of 3",
4/30/1979,0:59:03,,3/4 inch videotape,,The Art of being fully human,
9/14/1978,0:59:19,2/6/2014,3/4 inch videotape,,Justice and the Art of gentle outrage,
2/13/1978,0:29:09,2/6/2014,3/4 inch videotape,,Between the lines: The Madison newspaper strike,
5/29/1966,0:29:00,,VHS,,Local issues: The Last Menomonee,
11/7/1966,0:30:32,,VHS,,Inquiry: This is Aaron Bohrod,
1/7/1981,0:05:00,,3/4 inch videotape,,Windows animation ID,
4/17/1984,0:29:28,10/7/2014,3/4 inch videotape,,Wilder/Wilder,
4/12/1981,0:59:10,,3/4 inch videotape,,Madison bowling,
5/15/1986,0.041666667,,3/4 inch videotape,,Mark Russell special,
5/11/1987,0:12:06,,1 inch videotape,,Discover Wisconsin: A State of the arts,
3/26/1981,0:58:50,10/7/2014,3/4 inch videotape,,Juveniles in jail,
11/17/1976,0:28:50,2013,3/4 inch videotape,,Lay down your nets: Fish farming in the Midwest,
n.d.,0:30:00,,Betacam SP,,Back to the future: Designs for walkable neighborhoods,
1999-09,0:25:13,,D3,,Wisconsin farm kids,
11/19/1996,0.041666667,,VHS,,Ready! Set! Read!,
10/19/1995,55:26:00,,D3,,Ready! Set! Read!,
1999,0:24:18,,Betacam SP,,Kid�s view of the U.S.,
8/20/1999,0:24:18,,1 inch videotape,,Kid�s view of the U.S.,
2000-09,0:26:46,,1 inch videotape,,Kid�s view of the U.S.,
2000-09,0:26:46,,D3,,Kid�s view of the U.S.,
2000?,0:30:00,,D3,,Kid�s view of the U.S. [PBS version],
6/18/1995,0:30:00,,Betacam SP,,"Beardstown ladies, part 3 tape 2 of 2",
6/18/1995,0:30:00,,Betacam SP,,"Beardstown ladies, part 3 tape 1 of 2",
6/18/1995,0.041666667,,D3,,"Beardstown ladies, part 3",
6/18/1995,0.041666667,,D3,,"Beardstown ladies, part 3",
6/18/1995,0:30:00,,Betacam SP,,"Beardstown ladies, part 2",
1989,0:30:00,4/11/2016,3/4 inch videotape,,Women in business: Country road stencils B,
n.d.,0:56:46,,D3,,Bridges that carry us over: Step by step,
n.d.,0:56:46,,D3,,Bridges that carry us over: Step by step,
n.d.,0:56:46,,D3,,Bridges that carry us over: Step by step,
6/12/2001,0:30:00,,D3,,Scout's honor: Live call-in,
10/10/1996,0:27:02,,D3,,Sense of place,
11/20/1998,0:24:16,,D3,,First book: The Wisconsin family read-in,
11/20/1998,0:24:16,,Betacam SP,,First book: The Wisconsin family read-in,
10/24/1981,0:29:13,,3/4 inch videotape,,Jan Wheaton concert,
3/22/1972,0.041666667,,VHS,,The Canadian/American folk festival: Earl Scruggs,
8/21/1973,0:58:37,,VHS,,Duke Ellington and friends,
1983,0:30:00,,3/4 inch videotape,,Health news segments,
1974,0:15:23,,VHS,,Telecommunications center sampler,
n.d.,0:28:14,,VHS,,Wisconsin Chamber orchestra: Beltane revels,
1991,0:27:45,12/2/2013,Betacam SP,,"Carmex, kringles, and big plastic critters",
5/21/1991,0:57:51,,3/4 inch videotape,,Living wills:  Choices we make,
5/21/1987,0:30:00,,3/4 inch videotape,,Wisconsin's greatest hits,
n.d.,0:57:51,,VHS,,Living wills:  Choices we make,
1991?,0:28:14,,DVCPRO,,Life in Wisconsin: Delta journey,
5/30/1991,0:28:00,,1 inch videotape,,Life in Wisconsin: Weird Wisconsin,
6/28/1991,0:28:26,,3/4 inch videotape,,Toons on the Terrace: Free hot lunch,
6/28/1991,0:28:26,,3/4 inch videotape,,Toons on the Terrace: Free hot lunch,
6/28/1991,0:28:26,,1 inch videotape,,Toons on the Terrace: Free hot lunch,
,0:27:45,,DVD,,"Carmex, kringles, and big plastic critters",
1991?,,,3/4 inch videotape,,Life in Wisconsin: Delta journey,
5/21/1991,0:57:51,3/27/2013,1 inch videotape,,Living wills:  Choices we make,
1991?,0:28:14,,DVD,,Life in Wisconsin: Delta journey,
1991?,,,VHS,,Life in Wisconsin: Delta journey,
1991?,0:28:14,,1 inch videotape,,Life in Wisconsin: Delta journey,
5/30/1991,0:28:00,12/2/2013,Betacam SP,,Life in Wisconsin: Weird Wisconsin,
6/28/1991,0:28:26,,1 inch videotape,,Toons on the Terrace: Free hot lunch,
3/23/1995,0.041666667,,VHS,,Covering new ground: Wisconsin's sustainable agriculture,
n.d.,0:28:20,,D3,,Renewable energy: Clean power of Wisconsin,
9/9/1989,0:29:20,,1 inch videotape,,Cest si bon,
10/9/1994,0.041666667,,1 inch videotape,,Cuca concert: Syl Groeschl,
10/9/1994,1:05:07,10/10/2016,1 inch videotape,,Cuca concert: Syl Groeschl,
10/9/1994,0.041666667,,1 inch videotape,,Cuca concert: Syl Groeschl,
10/9/1994,0:54:10,10/3/2016,1 inch videotape,,Cuca concert: Verne and Steve Meisner,
1995?,0:30:00,,Betacam SP,,"Beyond ""D""",
n.d.,0:30:00,,Betacam SP,,The Dream of land: Land ownership an deconomic development in Guatemala,
n.d.,0:10:00,,Betacam SP,,Great Lakes PSAs,
n.d.,0:28:20,,VHS,,Renewable energy: Clean power of Wisconsin,
n.d.,0:13:43,,1 inch videotape,,Streamside protection: Finishing the job,
n.d.,0:28:20,,Betacam SP,,Renewable energy: Clean power of Wisconsin,
n.d.,0:28:20,,1 inch videotape,,Renewable energy: Clean power of Wisconsin,
5/9/1986,0:29:30,,1 inch videotape,,The CESA story,
7/15/1985,0:30:00,,1 inch videotape,,Elder care,
8/12/1988,0:43:56,,1 inch videotape,,Education for employment,
1996-04,0:57:53,,D3,,Manure!,
8/12/1988,0:28:48,3/7/2014,1 inch videotape,,Education for employment: A standard for Wisconsin,
9/9/1988,0:28:48,,1 inch videotape,,Education for employment,
8/12/1988,0:43:56,2/26/2014,1 inch videotape,,Education for employment: A standard for Wisconsin,
5/24/1988,0:27:45,,1 inch videotape,,Drunk driving: Last night of summer,
n.d.,0:28:20,,D3,,Renewable energy: Clean power of Wisconsin,
1980?,0:30:00,,3/4 inch videotape,,Metric PSAs,
9/24/1991,0:57:58,,1 inch videotape,,Stop the church,
2/3/1987,0:30:00,,1 inch videotape,,Elderly illiterate,
11/3/1987,58:05:00,,1 inch videotape,,Enduring ways of the Lac du Flambeau people [revised],
11/3/1987,,,Betacam SP,,Enduring ways of the Lac du Flambeau people,
11/3/1987,58:05:00,,DVD,,Enduring ways of the Lac du Flambeau people,
11/3/1987,58:05:00,,DVD,,Enduring ways of the Lac du Flambeau people,
12/6/1980,0:31:54,8/27/2014,3/4 inch videotape,,Legend of Leckrone,
n.d.,,,3/4 inch videotape,,Wood burning stoves,
5/14/1985,0:29:15,11/15/2016,1 inch videotape,,The Cheese masters,
10/16/1980,0:12:36,,3/4 inch videotape,,Making microelectrodes: 215,
1/9/1980,0:21:57,,3/4 inch videotape,,Dying: Follow up,
7/7/1976,0:29:18,6/18/2015,3/4 inch videotape,,Non-verbal communications: An introduction,
3/2/1977,0:29:30,12/10/2014,DVCPRO,,Madison Civic Opera: Manon sampler,
4/12/1981,0:59:10,,DVCPRO,,Madison bowling,
3/2/1977,0:29:30,,3/4 inch videotape,,Madison Civic Opera: Manon sampler,
12/8/1981,0:28:49,,3/4 inch videotape,,Madison arts: '81 and beyond,
11/13/1981,0:28:46,10/6/2014,3/4 inch videotape,,Manfred Swarensky: Madison remembers,
4/2/1975,0:29:35,9/2/2015,3/4 inch videotape,,Education Communications Board story,
2/10/1985,0:05:00,,1 inch videotape,,Drunk motorcycles PSA,
1980,0:24:23,8/21/2014,Betacam SP,,Wisconsin cheese for all seasons,
10/5/1995,0:43:00,,Betacam SP,,DES lecture,
n.d.,0:30:00,,D3,,Back to the future: Designs for walkable neighborhoods,
3/23/1995,0.041666667,,D3,,Covering new ground: Wisconsin's sustainable agriculture,
4/20/2009,0:26:01,,HDCAM,,Blueprint: Designing Wisconsin's future,
4/20/2009,0:26:01,,HDCAM,,Blueprint: Designing Wisconsin's future,
zR3342!pQ,0:29:50,,DVD,,Stand the storm,
7/29/2004,0:30:00,,Betacam SP,,Kevin Reilly press conference,
1999,,,,,Monona Terrace: Wright again,
7/26/2004,0.041666667,,Betacam SP,,The Canteen spirit [home video],
12/15/1998,0:29:50,2014-10,1 inch videotape,,Stand the storm,
1994,0:59:28,,Betacam SP,,Wisconsin born and bred: The Entertainers,
n.d.,0:45:00,,Betacam SP,,Your tour in Vietnam/Know your enemy: The Vietcong,
1/31/1983,0:28:50,11/25/2013,3/4 inch videotape,,Life is but a dream: Lisa Davis concert,
1974,0:29:28,12/22/2014,3/4 inch videotape,,Glimmerings,
n.d.,1:30:00,,Betacam SP,,"Air force media center films: Vietnam War/Missions of mercy/The full blade, Montagnard",
5/11/1987,0:13:03,,1 inch videotape,,Discover Wisconsin: Ticket to adventure,
7/22/1987,0:58:46,1/9/2014,1 inch videotape,,The disarmament debate,
1989?,0:28:35,,1 inch videotape,,Diet cancer controversy,
10/9/1986,0:29:24,,1 inch videotape,,Dave McClain remembered,
7/10/1984,0:30:00,,1 inch videotape,,Creativity water effects,
11/11/1983,0:25:50,,1 inch videotape,,Contest of dreams,
11/21/1979,0:58:50,11/20/2014,3/4 inch videotape,,Department of Transportation special,
8/15/1995,0:08:36,,Betacam SP,,"Beyond ""D""",
11978-05-24,1:00:06,4/3/2015,3/4 inch videotape,,Judge for yourself,
n.d.,0:30:00,,Betacam SP,,Back to the future: Designs for walkable neighborhoods,
n.d.,0.041666667,,Betacam SP,,NASA footage,
10/15/1996,0.041666667,,Betacam SP,,Balloon aerials: Wisconsin Dells area,
n.d.,0:01:30,,D3,,DES educational project PSAs,
n.d.,0.041666667,,Betacam SP,,Water quality shots,
6/12/1992,0.041666667,,Betacam SP,,Aerials of Milwaukee River,
n.d.,0:02:30,,D3,,DES educational project PSAs,
n.d.,0:01:30,,Betacam SP,,DES educational project PSAs,
1991?,0:30:00,,Betacam SP,,Guatemala: The Dream of land: Land ownership an deconomic development in Guatemalaand,
1991?,0:28:40,,Betacam SP,,The Dream of land: Land ownership an deconomic development in Guatemala,
1974,0:28:50,2/26/2014,3/4 inch videotape,,University of Wisconsin Department of Art faculty exhibit: Spring 1974: Byrd's eye view,
1984,0:20:00,11/13/2013,3/4 inch videotape,,Vietnam afterimage: A Madison portrait,
4/16/1981,0:29:06,4/1/2016,3/4 inch videotape,,Clean water: No magic solutions,
n.d.,0:11:15,,3/4 inch videotape,,Gymnastics film transfer,
11/5/1981,0:28:46,,3/4 inch videotape,,D.W. Griffith directs The Great War,
3/27/1980,0:29:54,12/1/2013,3/4 inch videotape,,More than a road: Wisconsin follow-up,
4/29/1986,0:10:00,,1 inch videotape,,Bicylce helmut PSA,
6/12/1973,0:28:51,3/31/2015,3/4 inch videotape,,Media muscle for the Wisconsin idea: An Extension ITV sampler,
n.d.,0:08:48,,Betacam SP,,Whad 'ya know: Video sampler,
5/21/1981,0:58:28,1/22/2014,1 inch videotape,,Agent orange: Putting the pieces together,
11/20/2001,1:29:52,,D3,,A Century of quilts: America in cloth [virtual pledge],
1993,0:58:44,4/22/2013,1 inch videotape,,Aldo Leopold: A prophet for all seasons,
2/16/1998,0:58:30,,1 inch videotape,,Reading the river: Stories of the Mississippi,
2/12/1992,0:58:30,,VHS,,Reading the river: Stories of the Mississippi,
3/12/1991,0:30:00,,3/4 inch videotape,,Local roads: Transportation,
3/13/1989,0:19:02,6/4/2013,1 inch videotape,,Aldo Leopold: A Voice from the wilderness,
n.d.,0:26:34,,1 inch videotape,,Aldo Leopold: His life and thoughts,
n.d.,0:58:30,,1 inch videotape,,Reading the river: Stories of the Mississippi,
1/17/1992,0:58:33,,1 inch videotape,,Reading the river: Stories of the Mississippi,
3/3/1989,0:28:49,,1 inch videotape,,The American Birkebeiner,
3/3/1989,1:28:35,,Betacam SP,,An American ism: Joe McCarthy,
3/3/1989,1:28:35,,DVCPRO,,An American ism: Joe McCarthy,
3/3/1989,1:28:35,3/12/2014,1 inch videotape,,An American ism: Joe McCarthy,
1998,0:55:45,,VHS,,Jens Jensen: A Natural history,
n.d.,0:58:00,,3/4 inch videotape,,"Immortal Beethoven, tape 2",
1999?,1:22:14,,D3,,America quilts [home video],
1999,1:48:17,,D3,,"Wisconsin quilts 3 [pledge], tape 1 of 2",
1996,1:30:00,,VHS,,Quilts of Wisconsin,
1996,1:31:00,,Betacam SP,,"Quilts of Wisconsin, tape 1 of 2",
1999?,1:30:00,,D3,,Wisconsin quilts 3,
1999?,1:38:21,,D3,,Wisconsin quilts 3 [home video],
9/9/1997,1:58:11,,D3,,More quilts of Wisconsin [home video],
2/22/1989,0:00:30,,3/4 inch videotape,,Historical sites PSA,
11/17/1967,,,VHS,,WHA-TV public affairs special: A Conversation with Richard Nixon,
9/12/1986,0:30:00,,3/4 inch videotape,,Houdini,
n.d.,0:30:00,,3/4 inch videotape,,Night shots of Madison Capitol,
6/11/1987,0.041666667,,3/4 inch videotape,,"Crazy legs, tape 2 of 2",
1/10/1989,0:30:00,,3/4 inch videotape,,Boat safety,
7/30/1987,0:20:00,,3/4 inch videotape,,Missing boats and Sturgeon Bay 2,
9/30/1988,0:20:00,,3/4 inch videotape,,Clem Mess farm 2,
11/26/1990,0.041666667,,3/4 inch videotape,,German concert,
3/12/1991,0:30:00,,3/4 inch videotape,,AIDS and budget,
1999?,0.041666667,,Betacam SP,,America quilts [pledge],
6/30/1988,0:00:30,,3/4 inch videotape,,HIRSP insurance PSA,
2/19/2001,1:11:12,,D3,,Even more Quilts of Wisconsin,
11/19/1996,0.041666667,,Betacam SP,,Ready! Set! Read!,
2001?,1:07:43,,D3,,Even more Quilts of Wisconsin [home video],
2001?,1:07:43,,D3,,Even more Quilts of Wisconsin [home video],
n.d.,0:26:39,,Betacam SP,,"America quilts [pledge], tape 2 of 2",
2001?,1:11:12,,D3,,Even more Quilts of Wisconsin [pledge],
1999-09,0:25:13,,Betacam SP,,Wisconsin farm kids,
2001,1:17:23,,Betacam SP,,A Century of quilts: America in cloth [home video],
2001,0.041666667,,D3,,A Century of quilts: America in cloth,
